Category,Description,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Protein,Sugar Total,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid,1st Household Weight,1st Household Weight Description
CAMPBELL'S SEL MICROWAVEABLE BOWLS,"CAMPBELL'S SEL MICROWAVEABLE BOWLS,MINESTRONE SOUP",7.76,2,0,1.600000024,39,1.63,2.039999962,88.7,0.0,0.0,0.0,0.2,245.0,1 cup
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,SPLIT PEA W/ RSTD HAM SOUP",11.84,2,0,2.0,67,4.08,2.039999962,82.8,0.0,0.0,0.0,0.41,245.0,1 cup
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,CHICK & STARS SOUP",3.28,2,0,0.699999988,21,0.98,0.330000013,94.0,0.0,0.0,0.164,0.49,305.0,1 serving
CANDIES,"CANDIES,TWIZZLERS STRAWBERRY TWISTS CANDY",79.74,0,0,0.0,350,2.56,39.63999939,0.0,0.0,0.0,0.0,2.32,71.0,"2.5 oz, 2.5 oz"
CAPERS,"CAPERS,CANNED",4.89,0,6,3.200000048,23,2.36,0.409999996,83.85,0.063,0.304,0.233,0.86,8.6,"1 tbsp,  drained"
CARAMBOLA,"CARAMBOLA,(STARFRUIT),RAW",6.73,0,8,2.799999952,31,1.04,3.980000019,91.38,0.03,0.184,0.019,0.33,132.07,"1 cup, cubes"
CARB BEV,"CARB BEV,LO CAL,OTHR THN COLA OR PEPPER,W/ ASPRT,CONTNS CAFF",0.0,0,0,0.0,0,0.1,0.0,99.8,0.0,0.0,0.0,0.0,29.6,1 fl oz
CARBONATED BEV,"CARBONATED BEV,CLUB SODA",0.0,0,0,0.0,0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,29.6,1 fl oz
CARDOON,"CARDOON,RAW",4.07,0,0,1.600000024,17,0.7,0.0,94.0,0.018,0.041,0.011,0.1,178.0,"1 cup, shredded"
CARIBOU,"CARIBOU,BONE MARROW,RAW (ALASKA NATIVE)",0.0,0,0,0.0,786,6.7,0.0,7.4,0.0,0.0,0.0,84.4,0.0,
CARISSA,"CARISSA,(NATAL-PLUM),RAW",13.63,0,0,0.0,62,0.5,0.0,84.17,0.0,0.0,0.0,1.3,150.0,"1 cup, slices"
CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT",0.7,53,0,0.0,165,17.9,0.0,68.2,0.0,2.1,2.6,10.1,56.7,"1 serving,  2 oz"
CARL BUDDIG. CKD SMOKED BF PASTRAMI,"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",1.0,65,0,0.0,141,19.6,0.0,69.8,0.0,0.3,3.0,6.5,56.7,"1 serving,  2 oz"
CAROB-FLAVOR BEV MIX,"CAROB-FLAVOR BEV MIX,PDR",93.3,0,0,8.0,372,1.8,0.0,2.9,0.06,0.068,0.03,0.2,12.0,1 tbsp
CARP,"CARP,RAW",0.0,66,65,0.0,127,17.83,0.0,76.31,2.328,1.431,1.083,5.6,218.0,1 fillet
CARROT,"CARROT,DEHYDRATED",79.57,0,72,23.60000038,341,8.1,38.81999969,4.0,0.076,0.73,0.256,1.49,74.0,1 cup
CARROT JUICE,"CARROT JUICE,CANNED",9.28,0,10,0.800000012,40,0.95,3.910000086,88.87,0.007,0.071,0.027,0.15,236.0,1 cup
CARROTS,"CARROTS,BABY,RAW",8.24,0,8,2.900000095,35,0.64,4.760000229,90.35,0.007,0.065,0.023,0.13,15.0,1 large
CASHEW BUTTER,"CASHEW BUTTER,PLN,WO/SALT",27.57,0,0,2.0,587,17.56,0.0,2.96,29.122,8.354,9.763,49.41,16.0,1 tbsp
CASHEW NUTS,"CASHEW NUTS,OIL RSTD,WO/SALT",29.87,0,61,3.299999952,580,16.84,5.010000229,3.48,25.923,8.546,8.478,47.77,129.08,"1 cup, whole"
CASSAVA,"CASSAVA,RAW",38.06,0,24,1.799999952,160,1.36,1.700000048,59.68,0.075,0.048,0.074,0.28,206.0,1 cup
CATFISH,"CATFISH,CHANNEL,WILD,RAW",0.0,58,0,0.0,95,16.38,0.0,80.36,0.844,0.865,0.722,2.82,159.0,1 fillet
CATSUP,"CATSUP,LOW SODIUM",25.15,0,12,0.300000012,97,1.74,22.77000046,69.15,0.047,0.126,0.043,0.31,240.0,1 cup
CATTAIL,"CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)",5.14,0,24,4.5,25,1.18,0.219999999,92.65,0.0,0.0,0.0,0.0,0.0,
CAULIFLOWER,"CAULIFLOWER,RAW",5.3,0,45,2.5,25,1.98,2.400000095,91.91,0.007,0.048,0.015,0.1,100.0,1 cup
CAVIAR,"CAVIAR,BLACK&RED,GRANULAR",4.0,588,491,0.0,252,24.6,0.0,47.5,4.631,7.405,4.06,17.9,16.0,1 tbsp
CELERIAC,"CELERIAC,CKD,BLD,DRND,WO/SALT",5.9,0,0,1.200000048,27,0.96,0.0,92.3,0.0,0.0,0.0,0.19,155.0,"1 cup, pieces"
CELERY,"CELERY,CKD,BLD,DRND,WO/SALT",4.0,0,8,1.600000024,18,0.83,2.369999886,94.11,0.03,0.075,0.04,0.16,150.0,"1 cup, diced"
CELERY FLAKES,"CELERY FLAKES,DRIED",63.7,0,122,27.79999924,319,11.3,35.90000153,9.0,0.405,1.035,0.555,2.1,0.0,
CELTUCE,"CELTUCE,RAW",3.65,0,0,1.700000048,18,0.85,0.0,94.5,0.0,0.0,0.0,0.3,8.0,1 leaf
CEREAL RTE,"CEREAL RTE,CRISPY BROWN RICE",86.0,0,33,7.300000191,388,7.1,9.100000381,3.0,1.011,1.473,0.688,3.5,32.0,1 cup
CEREAL WAFER STRAWS,"CEREAL WAFER STRAWS,KELLOGG,APPL JACKS CRL STRAWS",78.4,10,0,0.0,439,5.7,40.0,2.0,3.2,2.4,5.8,11.4,31.0,"3 straws,  (1 NLEA serving)"
CEREALS,"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,DRY",81.6,0,0,2.5,373,6.9,0.0,8.0,0.0,0.0,0.0,1.1,35.4,1 packet
CEREALS READY TO EAT,"CEREALS READY TO EAT,CHARACTER CEREALS (MOVIES,TV),BRAND B",90.0,0,4,0.0,388,3.33,46.66999817,2.5,1.667,0.0,0.0,1.67,0.0,
CEREALS RTE,"CEREALS RTE,WAFFELOS",86.3,0,0,0.0,405,5.6,0.0,2.5,0.0,0.0,0.0,4.2,30.0,1 cup
CERLS,"CERLS,QUKR,INST OATML,NUTR FOR WMN,APL SPCE,PREP W/ BOIL H2O",21.02,0,0,1.899999976,107,3.0,9.659999847,73.23,0.4,0.358,0.198,1.19,166.0,"1 packet, prepared"
CHARD,"CHARD,SWISS,CKD,BLD,DRND,W/SALT",4.13,0,29,2.099999905,20,1.88,1.100000024,92.65,0.0,0.0,0.0,0.08,175.0,"1 cup, chopped"
CHAYOTE,"CHAYOTE,FRUIT,RAW",4.51,0,9,1.700000048,19,0.82,1.659999967,94.24,0.01,0.057,0.028,0.13,132.0,"1 cup,  (1"" pieces)"
CHEESE,"CHEESE,MOZZARELLA,NON-FAT",3.5,18,15,1.799999952,149,31.7,1.480000019,60.2,0.0,0.0,0.0,0.0,113.0,"1 cup, shredded"
CHEESE FD,"CHEESE FD,PAST PROCESS,AMERICAN,WO/DI NA PO4",7.83,80,36,0.0,330,18.4,7.429999828,43.21,7.214,1.108,14.895,25.18,113.0,1 cup
CHEESE FOOD,"CHEESE FOOD,IMITATION",8.8,6,0,0.0,137,22.4,8.210000038,63.8,0.38,0.048,0.81,1.3,0.0,
CHEESE PRODUCT,"CHEESE PRODUCT,PAST PROCESS,CHEDDAR OR AMERICAN,RED FAT",10.6,53,36,0.0,240,17.6,8.020000458,51.8,4.13,0.41,8.85,14.1,0.0,
CHEESE PUFFS&TWISTS,"CHEESE PUFFS&TWISTS,CORN BSD,LOFAT",72.35,1,14,10.69999981,432,8.5,7.289999962,3.0,3.5,5.74,2.1,12.1,28.35,1 oz
CHEESE SAU,"CHEESE SAU,PREP FROM RECIPE",5.48,38,0,0.100000001,197,10.33,0.0,66.86,4.735,1.397,8.034,14.92,243.0,1 cup
CHEESE SPRD,"CHEESE SPRD,PAST PROCESS,AMERICAN,W/DI NA PO4",8.73,55,0,0.0,290,16.41,0.0,47.65,6.219,0.624,13.327,21.23,28.35,1 oz
CHEESE SUB,"CHEESE SUB,MOZZARELLA",23.67,0,14,0.0,248,11.47,23.67000008,47.36,6.243,1.738,3.711,12.22,113.0,"1 cup, shredded"
CHEESECAKE PREP FROM MIX,"CHEESECAKE PREP FROM MIX,NO-BAKE TYPE",35.5,29,0,1.899999976,274,5.5,0.0,44.2,4.519,0.808,6.691,12.7,28.35,1 oz
CHEESEFURTER,"CHEESEFURTER,CHS SMOKIE,PORK,BF",1.51,68,63,0.0,328,14.1,1.50999999,52.5,13.64,3.02,10.47,29.0,100.0,2.33 links
CHEF BOYARDEE BEEFARONI,"CHEF BOYARDEE BEEFARONI,MACARONI W/BEEF IN TOMATO SAU,CND",13.58,3,0,0.5,92,3.3,1.940000057,79.13,1.12,0.14,1.16,2.67,257.0,1 cup
CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU,"CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU,CND ENTREE",13.58,3,0,0.5,92,3.3,1.940000057,79.13,1.12,0.14,1.16,2.67,244.0,1 cup
CHEF BOYARDEE MINI RAVIOLI,"CHEF BOYARDEE MINI RAVIOLI,BF RAVIOLI TOMATO, MEAT SAU,CND",12.36,3,0,1.0,92,3.27,1.940000057,79.73,1.35,0.17,1.37,3.24,252.0,1 cup
CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,"CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,CND ENTREE",11.9,7,0,1.399999976,100,4.37,2.970000029,78.55,1.63,0.35,1.59,3.88,257.0,1 cup
CHERIMOYA,"CHERIMOYA,RAW",17.7,0,0,2.299999952,74,1.65,0.0,79.39,0.0,0.0,0.0,0.62,312.11,"1 fruit, without skin and seeds"
CHERRIES,"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS",13.81,0,5,1.5,54,0.91,12.31000042,84.95,0.005,0.006,0.004,0.02,250.0,"1 cup, pitted"
CHERVIL,"CHERVIL,DRIED",49.1,0,0,11.30000019,237,23.2,0.0,7.2,1.399,1.8,0.169,3.9,1.9,1 tbsp
CHESTNUTS,"CHESTNUTS,JAPANESE,BLD&STMD",12.64,0,0,0.0,56,0.82,0.0,86.03,0.101,0.05,0.028,0.19,28.35,1 oz
CHEWING GUM,"CHEWING GUM,SUGARLESS",94.8,0,0,2.400000095,268,0.0,0.0,3.5,0.093,0.232,0.058,0.4,2.0,1 piece
CHIA SEEDS,"CHIA SEEDS,DRIED",43.85,0,0,37.70000076,490,15.62,0.0,4.9,2.115,23.335,3.176,30.75,28.35,1 oz
CHICK,"CHICK,FEET,BOILED",0.2,84,13,0.0,215,19.4,0.0,65.8,5.5,2.98,3.92,14.6,0.0,
CHICKEN,"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,RAW",0.0,58,73,0.0,110,23.09,0.0,74.76,0.3,0.28,0.33,1.24,71.0,"1 unit,  (yield from 1 lb ready-to-cook chicken)"
CHICKEN BREAST TENDERS,"CHICKEN BREAST TENDERS,CKD,MICROWAVED",17.56,45,41,0.0,252,16.35,0.0,51.34,5.71,2.79,3.2,12.89,0.0,
CHICKEN NUGGETS,"CHICKEN NUGGETS,FRZ,UNCKD",14.38,36,46,2.400000095,276,13.89,0.0,51.55,8.266,4.393,3.575,18.06,0.0,
CHICKEN PATTY,"CHICKEN PATTY,FRZ,CKD",12.84,43,34,0.300000012,287,14.85,0.0,50.82,8.337,4.805,3.662,19.58,0.0,
CHICKEN POT PIE,"CHICKEN POT PIE,FRZ ENTREE,PREP",23.03,24,18,1.200000048,214,6.08,0.0,58.68,3.7,1.387,3.613,10.83,233.51,"1 pie,  (average weight of prepared pie)"
CHICKPEAS,"CHICKPEAS ,MATURE SEEDS,CKD,BLD,WO/SALT",27.42,0,43,7.599999905,164,8.86,4.800000191,60.21,0.583,1.156,0.269,2.59,164.0,1 cup
CHICKPEAS (GARBANZO BNS,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,CND",22.61,0,33,4.400000095,119,4.95,0.0,69.69,0.257,0.51,0.118,1.14,240.0,1 cup
CHICORY,"CHICORY,WITLOOF,RAW",4.0,0,0,3.099999905,17,0.9,0.0,94.52,0.002,0.044,0.024,0.1,53.0,1 head
CHICORY GREENS,"CHICORY GREENS,RAW",4.7,0,13,4.0,23,1.7,0.699999988,92.0,0.006,0.131,0.073,0.3,29.0,"1 cup, chopped"
CHICORY ROOTS,"CHICORY ROOTS,RAW",17.51,0,0,0.0,73,1.4,0.0,80.0,0.004,0.087,0.048,0.2,60.0,1 root
CHILD FORMULA,"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF,(FORMERLY ROSS)",11.15,2,29,0.0,99,2.86,10.5,80.47,1.936,1.068,1.256,4.77,31.0,1 fl oz
CHILI,"CHILI,NO BNS,CND ENTREE",6.1,21,0,0.0,118,7.53,0.0,77.68,2.469,0.467,2.255,7.1,0.0,
CHILI CON CARNE W/BNS,"CHILI CON CARNE W/BNS,CND ENTREE",11.43,13,27,3.900000095,121,7.09,0.0,74.34,2.144,0.427,1.74,5.26,246.0,1 cup
CHILI WITH BEANS,"CHILI WITH BEANS,CANNED",11.91,17,20,4.400000095,112,5.71,1.190000057,75.51,2.332,0.362,2.352,5.49,256.0,1 cup
CHITON,"CHITON,LEATHERY,GUMBOOTS (ALASKA NATIVE)",0.0,0,0,0.0,83,17.1,0.0,78.6,0.0,0.0,0.0,1.6,0.0,
CHIVES,"CHIVES,RAW",4.35,0,5,2.5,30,3.27,1.850000024,90.65,0.095,0.267,0.146,0.73,3.0,"1 tbsp, chopped"
CHOC-FLV BEV MIX FOR MILK,"CHOC-FLV BEV MIX FOR MILK,PDR,W/ ADD NUTR,PREP W/ WHL MILK",11.61,10,0,0.0,88,3.33,11.59000015,81.1,0.745,0.178,1.897,3.17,266.0,1 serving
CHOCOLATE SYRUP,"CHOCOLATE SYRUP,PREP W/ WHL MILK",12.78,9,0,0.300000012,90,3.07,11.31000042,80.51,0.74,0.172,1.681,2.96,282.0,"1 cup,  (8 fl oz)"
CHOCOLATE-FLAVOR BEV MIX,"CHOCOLATE-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",11.91,9,0,0.400000006,85,3.23,12.10000038,80.79,0.829,0.186,1.86,3.24,266.0,"1 cup,  (8 fl oz)"
CHOCOLATE-FLAVOR BEV MIX FOR MILK,"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,WO/ ADDED NUTR",90.9,0,16,4.800000191,405,3.3,83.87999725,0.9,1.009,0.091,1.834,3.1,21.6,"1 portion,  (2-3 heaping tsp)"
CHOCOLATE-FLAVORED DRK,"CHOCOLATE-FLAVORED DRK,WHEY&MILK BSD",10.68,0,3,0.600000024,49,0.64,8.680000305,87.63,0.049,0.009,0.31,0.4,244.0,1 cup
CHOKECHERRIES,"CHOKECHERRIES,RAW,PITTED (NORTHERN PLAINS INDIANS)",33.62,0,11,20.0,162,3.04,9.369999886,60.72,0.0,0.0,0.0,1.69,0.0,
CHORIZO,"CHORIZO,PORK AND BEEF",1.86,88,97,0.0,455,24.1,0.0,31.85,18.4,3.46,14.38,38.27,28.35,1 oz
CHRYSANTHEMUM,"CHRYSANTHEMUM,GARLAND,RAW",3.02,0,0,3.0,24,3.36,0.0,91.4,0.0,0.0,0.0,0.56,25.0,"1 cup,  (1"" pieces)"
CHRYSANTHEMUM LEAVES,"CHRYSANTHEMUM LEAVES,RAW",3.01,0,0,3.0,24,3.36,0.0,91.4,0.0,0.0,0.0,0.56,51.0,"1 cup, chopped"
CINNAMON,"CINNAMON,GROUND",80.59,0,11,53.09999847,247,3.99,2.170000076,10.58,0.246,0.068,0.345,1.24,7.85,1 tbsp
CINNAMON SWIRL FRENCH TOAST W/SAUSAGE,"CINNAMON SWIRL FRENCH TOAST W/SAUSAGE,FRZ BRKFST",24.5,63,0,1.5,266,8.4,0.0,50.8,6.04,2.2,4.68,14.9,156.0,"1 package,  yields"
CISCO,"CISCO,RAW",0.0,50,0,0.0,98,18.99,0.0,78.93,0.469,0.613,0.421,1.91,79.0,1 fillet
CITRUS FRUIT JUC DRK,"CITRUS FRUIT JUC DRK,FRZ CONC,PREP W/H2O",11.42,0,0,0.100000001,46,0.34,8.130000114,87.83,0.002,0.004,0.002,0.03,247.82,"1 serving, 8 fl oz"
CLAM,"CLAM,MXD SP,CND,LIQ",0.1,3,13,0.0,2,0.4,0.0,97.7,0.002,0.006,0.002,0.02,240.0,1 cup
CLAM&TOMATO JUC,"CLAM&TOMATO JUC,CND",10.95,0,0,0.400000006,48,0.6,3.309999943,87.4,0.0,0.0,0.0,0.2,30.2,1 fl oz
CLEMENTINES,"CLEMENTINES,RAW",12.02,0,14,1.700000048,47,0.85,9.180000305,86.58,0.0,0.0,0.0,0.15,74.05,1 fruit
CLOUDBERRIES,"CLOUDBERRIES,RAW (ALASKA NATIVE)",8.6,0,0,0.0,51,2.4,0.0,87.0,0.0,0.0,0.0,0.8,0.0,
CLOVES,"CLOVES,GROUND",61.21,0,37,34.20000076,323,5.98,2.380000114,6.86,1.471,7.088,5.438,20.07,6.6,1 tbsp
CLS,"CLS,QKR,INSTOAT,DIN EGSW/ DINBNS,BRNSGRCINN,PRP W/ BOIL H2O",22.51,0,0,1.700000048,119,2.28,11.56999969,72.05,0.451,0.359,1.039,2.22,167.0,"1 packet, prepared"
COCKLES,"COCKLES,RAW (ALASKA NATIVE)",4.7,0,0,0.0,79,13.5,0.0,78.8,0.0,0.0,0.0,0.7,0.0,
COCKTAIL MIX,"COCKTAIL MIX,NON-ALCOHOLIC,CONCD,FRZ",71.6,0,3,0.0,287,0.08,48.43999863,28.24,0.001,0.009,0.003,0.01,36.0,1 fl oz
COCOA,"COCOA,DRY PDR,UNSWTND,HERSHEY'S EUROPEAN STYLE COCOA",60.0,0,0,20.0,400,20.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1 tbsp
COCOA MIX,"COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O",5.61,0,0,0.600000024,29,1.21,2.930000067,92.38,0.076,0.007,0.139,0.23,192.42,"1 serving, 6 fl oz"
COCONUT CRM,"COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)",6.65,0,0,2.200000048,330,3.63,0.0,53.9,1.475,0.379,30.753,34.68,240.0,1 cup
COCONUT MEAT,"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,PACKAGED",51.85,0,19,9.899999619,456,3.13,36.75,15.46,1.377,0.222,26.396,27.99,84.71,1 cup
COCONUT MILK,"COCONUT MILK,FRZ (LIQ EXPRESSED FROM GRATED MEAT&H2O)",5.58,0,0,0.0,202,1.61,0.0,71.42,0.885,0.228,18.445,20.8,240.0,1 cup
COD,"COD,PACIFIC,RAW",0.0,37,65,0.0,82,17.9,0.0,81.28,0.082,0.244,0.081,0.63,116.0,1 fillet
COFFEE,"COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O",0.43,0,0,0.0,2,0.12,0.0,98.93,0.0,0.001,0.001,0.0,179.22,"1 serving, 6 fl oz"
COFFEE SUB,"COFFEE SUB,RSTD GRAIN BEV,NAT TOUCH KAFFREE ROMA,PDR",84.3,0,0,0.0,358,4.5,3.5,2.2,0.0,0.0,0.0,0.3,2.0,"1 tsp, rounded (1 serving)"
COFFEE&COCOA (MOCHA) PDR,"COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED",71.4,0,17,4.800000191,257,9.0,34.97999954,3.1,0.954,0.349,11.376,13.21,6.4,"1 tsp, dry"
COFFEECAKE,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX,PREP",52.8,49,28,1.200000048,318,5.5,29.53000069,30.5,3.851,3.165,1.855,9.6,28.35,1 oz
COLESLAW,"COLESLAW,HOME-PREPARED",12.41,8,0,1.5,78,1.29,0.0,81.5,0.708,1.351,0.385,2.61,8.0,1 tbsp
COLLARDS,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",7.1,0,45,2.799999952,36,2.97,0.569999993,88.47,0.0,0.0,0.04,0.41,170.0,"1 cup, chopped"
COMPANY,"COMPANY,CAMPBELL'S RED & WHITE,CURLY NOODLE SOUP,COND",8.73,12,0,0.800000012,63,3.17,1.590000033,85.4,0.0,0.0,0.0,1.59,126.0,"1 serving, 1/2 cup"
CONCH,"CONCH,BAKED OR BROILED",1.7,65,81,0.0,130,26.3,0.0,69.4,0.334,0.274,0.37,1.2,127.0,"1 cup, sliced"
CONTINEN MILL,"CONTINEN MILL, KRUSTEAZ Almd Poppyseed Muff Mix, Art Fla,dry",75.6,0,0,1.700000048,418,5.6,40.0,5.7,0.0,0.0,2.1,10.3,40.0,1 serving
COOKIES,"COOKIES,OATMEAL,COMMLY PREP,FAT-FREE",78.6,0,12,7.300000191,326,5.9,41.90000153,12.5,0.388,0.635,0.314,1.5,28.35,1 oz
CORIANDER (CILANTRO) LEAVES,"CORIANDER (CILANTRO) LEAVES,RAW",3.67,0,13,2.799999952,23,2.13,0.870000005,92.21,0.275,0.04,0.014,0.52,4.0,.25 cup
CORIANDER LEAF,"CORIANDER LEAF,DRIED",52.1,0,97,10.39999962,279,21.93,7.269999981,7.3,2.232,0.328,0.115,4.78,1.8,1 tbsp
CORN,"CORN,SWT,WHITE,CND,CRM STYLE,REG PK",18.13,0,20,1.200000048,72,1.74,2.210000038,78.73,0.123,0.198,0.065,0.42,256.0,1 cup
CORN BRAN,"CORN BRAN,CRUDE",85.64,0,18,79.0,224,8.36,0.0,4.71,0.243,0.421,0.13,0.92,76.0,1 cup
CORN CAKES,"CORN CAKES,VERY LO NA",83.4,0,0,0.0,387,8.1,0.0,4.6,0.76,0.93,0.42,2.4,9.0,1 cake
CORN FLR,"CORN FLR,WHOLE-GRAIN,BLUE (HARINA DE MAIZ MORADO)",73.89,0,0,8.399999619,364,8.75,0.0,10.83,0.0,0.0,0.0,5.09,6.85,1 tbsp
CORN PUDD,"CORN PUDD,HOME PREP",17.0,74,0,1.399999976,131,4.35,6.96999979,72.33,1.508,0.557,2.455,5.08,250.0,1 cup
CORN W/RED&GRN PEPPERS,"CORN W/RED&GRN PEPPERS,CND,SOL&LIQUIDS",18.17,0,0,0.0,75,2.33,0.0,77.5,0.157,0.261,0.085,0.55,227.0,1 cup
CORN-BASED,"CORN-BASED,EXTRUDED,CHIPS,PLN",63.01,0,12,5.300000191,518,6.03,1.159999967,0.33,7.913,14.01,3.612,28.41,28.35,1 oz
CORNED BEEF LOAF,"CORNED BEEF LOAF,JELLIED",0.0,47,0,0.0,153,22.9,0.0,69.1,2.68,0.32,2.6,6.1,28.35,"1 slice,  (1 oz) (4"" x 4"" x 3/32"" thick)"
CORNMEAL,"CORNMEAL,DEGERMED,ENR,YEL",79.15,0,11,4.0,369,7.25,1.659999967,11.26,0.347,0.734,0.194,1.79,158.88,1 cup
CORNNUTS,"CORNNUTS,PLAIN",71.86,0,21,6.900000095,446,8.5,0.610000014,1.3,9.46,3.05,2.43,15.64,28.35,1 oz
CORNSALAD,"CORNSALAD,RAW",3.6,0,0,0.0,21,2.0,0.0,92.8,0.0,0.0,0.0,0.4,56.0,1 cup
COTTONSEED FLR,"COTTONSEED FLR,LOFAT (GLANDLESS)",36.1,0,0,0.0,332,49.83,0.0,6.9,0.221,0.577,0.31,1.41,28.35,1 oz
COTTONSEED KRNLS,"COTTONSEED KRNLS,RSTD (GLANDLESS)",21.9,0,0,5.5,506,32.59,0.0,4.65,6.919,18.068,9.699,36.29,149.0,1 cup
COTTONSEED MEAL,"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)",38.43,0,0,0.0,367,49.1,0.0,1.2,0.861,2.248,1.207,4.77,28.35,1 oz
COUSCOUS,"COUSCOUS,COOKED",23.22,0,3,1.399999976,112,3.79,0.100000001,72.57,0.022,0.064,0.029,0.16,157.0,"1 cup, cooked"
COWPEAS,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,WO/SALT",2.8,0,0,0.0,22,4.67,0.0,91.3,0.009,0.042,0.026,0.1,53.0,"1 cup, chopped"
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,RAW",18.83,0,0,5.0,90,2.95,3.0,77.2,0.032,0.15,0.09,0.35,145.0,1 cup
CRAB,"CRAB,ALASKA KING,RAW",0.0,42,0,0.0,84,18.29,0.0,79.57,0.08,0.13,0.09,0.6,172.0,1 leg
CRABAPPLES,"CRABAPPLES,RAW",19.95,0,0,0.0,76,0.4,0.0,78.94,0.012,0.088,0.048,0.3,110.0,"1 cup, slices"
CRACKERS,"CRACKERS,RYE,WAFERS,PLAIN",80.4,0,20,22.89999962,334,9.6,1.00999999,5.0,0.152,0.397,0.108,0.9,61.0,"1 cup, crushed"
CRANBERRIES,"CRANBERRIES,WILD,BUSH,RAW (ALASKA NATIVE)",12.3,0,0,6.699999809,55,1.1,0.0,86.0,0.0,0.0,0.0,0.2,0.0,
CRANBERRY,"CRANBERRY,LO BUSH OR LINGENBERRY,RAW (ALASKA NATIVE)",12.2,0,0,0.0,55,0.4,0.0,86.7,0.0,0.0,0.0,0.5,0.0,
CRANBERRY JUC,"CRANBERRY JUC,UNSWTND",12.2,0,3,0.100000001,46,0.39,12.10000038,87.13,0.023,0.07,0.01,0.13,253.0,1 cup
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR",4.6,0,0,0.0,19,0.02,4.590000153,95.2,0.0,0.0,0.0,0.01,237.0,"1 cup,  (8 fl oz)"
CRANBERRY SAU,"CRANBERRY SAU,CND,SWTND",38.9,0,4,1.0,151,0.2,37.90000153,60.65,0.021,0.066,0.013,0.15,277.0,1 cup
CRANBERRY-APPLE JUC DRK,"CRANBERRY-APPLE JUC DRK,LO CAL,W/VIT C",4.7,0,0,0.100000001,19,0.1,4.599999905,95.2,0.0,0.0,0.0,0.0,240.0,"1 cup,  (8 fl oz)"
CRANBERRY-APRICOT JUC DRK,"CRANBERRY-APRICOT JUC DRK,BTLD",16.2,0,0,0.100000001,64,0.2,0.0,83.5,0.0,0.0,0.0,0.0,245.0,"1 cup,  (8 fl oz)"
CRANBERRY-GRAPE JUC DRK,"CRANBERRY-GRAPE JUC DRK,BTLD",14.0,0,0,0.100000001,56,0.2,0.0,85.6,0.004,0.023,0.033,0.1,245.0,"1 cup,  (8 fl oz)"
CRANBERRY-ORANGE RELISH,"CRANBERRY-ORANGE RELISH,CND",46.2,0,0,0.0,178,0.3,0.0,53.2,0.0,0.0,0.012,0.1,275.0,1 cup
CRAYFISH,"CRAYFISH,MXD SP,WILD,RAW",0.0,114,81,0.0,77,15.97,0.0,82.24,0.174,0.293,0.159,0.95,85.0,3 oz
CREAM,"CREAM,HALF & HALF,FAT FREE",9.0,5,15,0.0,59,2.6,5.0,86.0,0.384,0.052,0.841,1.4,0.0,
CREAM PUFFS,"CREAM PUFFS,PREP FROM RECIPE,SHELL,W/CUSTARD FILLING",22.9,134,69,0.400000006,258,6.7,9.489999771,53.5,6.527,4.156,3.679,15.5,28.35,1 oz
CREAM SUB,"CREAM SUB,LIQ,LT",9.1,0,0,0.0,71,0.8,9.100000381,86.2,2.03,0.42,0.896,3.5,242.0,1 cup
